id,name,class,node_type,level,parent_of,child_of,adjacent_to
ed851b05,Senior Manager UX Research,Archetype,job_role,4,,18f73319,
28b65484,Director UX Research & Design,Archetype,job_role,4,,18f73319,
15fc4f8d,"Data Scientist, UX Research",Archetype,job_role,4,,18f73319,
e0aa5585,UX Researcher,Archetype,job_role,4,,18f73319,
258091eb,UX Research Professional,Archetype,sub_archetype2,3,767761f7;599c4045,34a0ff51,
767761f7,UX Research Manager,Archetype,job_role,4,,258091eb,
599c4045,Staff UX Researcher,Archetype,job_role,4,,258091eb,
037bc4dc,UX & User Research,Archetype,sub_archetype2,3,fdb10c83;65cf6463;36916b0d;9dd48e75;b1304fa5;9de8066e;731ff83f,34a0ff51,
fdb10c83,User Experience Researcher,Archetype,job_role,4,,037bc4dc,
65cf6463,Principal UX Researcher,Archetype,job_role,4,,037bc4dc,
36916b0d,UX Research Director,Archetype,job_role,4,,037bc4dc,
9dd48e75,Accessibility UX Researcher,Archetype,job_role,4,,037bc4dc,
b1304fa5,Staff UX Researcher - Sales Domain,Archetype,job_role,4,,037bc4dc,
9de8066e,Senior UX Researcher - Sales Space,Archetype,job_role,4,,037bc4dc,
731ff83f,Staff UX Researcher - Platform Security,Archetype,job_role,4,,037bc4dc,
be9eb5a1,UX Design & Strategy,Archetype,sub_archetype2,3,75bef773;ebd9b49f,34a0ff51,
75bef773,UX Consultant,Archetype,job_role,4,,be9eb5a1,
ebd9b49f,UX Design Strategist - Workflow Design,Archetype,job_role,4,,be9eb5a1,
33c6e891,UX & Service Design,Archetype,sub_archetype2,3,5529b1bf,34a0ff51,
5529b1bf,Service Design Strategist,Archetype,job_role,4,,33c6e891,
94db8460,UX & Design Management,Archetype,sub_archetype2,3,20540d89,34a0ff51,
20540d89,UX Delivery Manager,Archetype,job_role,4,,94db8460,
e2b9f0aa,UX/UI Design Professional,Archetype,sub_archetype2,3,2d0aad13;a74b2f55;464ea636;752d18e3;c5559f61;53980f34,34a0ff51,
2d0aad13,UI/UX Design Intern,Archetype,job_role,4,,e2b9f0aa,
a74b2f55,UX Designer,Archetype,job_role,4,,e2b9f0aa,
464ea636,Senior Staff UX Designer,Archetype,job_role,4,,e2b9f0aa,
752d18e3,AI-Driven UX Design Manager,Archetype,job_role,4,,e2b9f0aa,
c5559f61,ServiceNow UX Design Strategist,Archetype,job_role,4,,e2b9f0aa,
53980f34,Frontend UX Engineer,Archetype,job_role,4,,e2b9f0aa,
81d5a99b,UX & UI Engineering Leadership,Archetype,sub_archetype2,3,139591c9;e1b8a70e;38b293a0;463235a8;22365336;de43bcf0;063a517b,34a0ff51,
139591c9,UX Framework Engineering Director,Archetype,job_role,4,,81d5a99b,
e1b8a70e,UX Framework Engineering Senior Manager,Archetype,job_role,4,,81d5a99b,
38b293a0,UX Engineering Manager,Archetype,job_role,4,,81d5a99b,
463235a8,Principal Software Engineer - UX Frameworks,Archetype,job_role,4,,81d5a99b,
22365336,VP of UX Engineering,Archetype,job_role,4,,81d5a99b,
de43bcf0,UX Platform Director,Archetype,job_role,4,,81d5a99b,
063a517b,UI Engineering Manager,Archetype,job_role,4,,81d5a99b,
2e0f85c3,UI/UX Design,Archetype,sub_archetype2,3,91f781f5;a9de57a3;7b738ffc,34a0ff51,
91f781f5,UI/UX Designer,Archetype,job_role,4,,2e0f85c3,
a9de57a3,UI/UX Graphic Designer,Archetype,job_role,4,,2e0f85c3,
7b738ffc,UX Content Designer,Archetype,job_role,4,,2e0f85c3,
d3d4fcf5,Experience Design,Archetype,sub_archetype2,3,8429a090;6f3aee0e,34a0ff51,
8429a090,Experience Design Director,Archetype,job_role,4,,d3d4fcf5,
6f3aee0e,Digital Experience Designer,Archetype,job_role,4,,d3d4fcf5,
23600480,Product Designer,Archetype,sub_archetype2,3,0a2a430e,34a0ff51,
0a2a430e,Product Designer AI Experience,Archetype,job_role,4,,23600480,
984a0eb2,Design Engineer,Archetype,sub_archetype2,3,22a28ba2,34a0ff51,
22a28ba2,RF Design Engineer,Archetype,job_role,4,,984a0eb2,
da3951f7,Design Leadership,Archetype,sub_archetype2,3,df86edb2,34a0ff51,
df86edb2,Organizational Design Director,Archetype,job_role,4,,da3951f7,
eaa88d69,Design & Program Management,Archetype,sub_archetype2,3,01815af6;4b1a8d3f;e9877587;a04a6981,34a0ff51,
01815af6,Technical Program Manager - Design Operations,Archetype,job_role,4,,eaa88d69,
4b1a8d3f,Technical Program Manager - Design,Archetype,job_role,4,,eaa88d69,
e9877587,Design Program Manager,Archetype,job_role,4,,eaa88d69,
a04a6981,"Staff Design Program Manager, Design Systems",Archetype,job_role,4,,eaa88d69,
8610c936,Quality Assurance & Testing Roles,Archetype,sub_archetype1,2,65188d3d;46139371;d3b32a79,35427487,
65188d3d,QA & Test Automation,Archetype,sub_archetype2,3,95aeba9e;01f261c8;a29dfa6a;50672697;571b553c;3b5fb9c9;946c13b5;3bb417eb;4647e8f7;1c1a39eb;f307dd77;0e09728f;cf751a1a;24037ee3;76c783ef;8402b5df;13f8cd9c;3fc61503;698c9529;dd2cb7c3;39bacc44;35081cae;50b71d2d;f18a290a;353c1e9a;e48a1d05;3ad74b11;586f1ab7;7ca6c63c;05ead8da;885dea27;87d435c6,8610c936,
95aeba9e,Performance Test Engineer,Archetype,job_role,4,,65188d3d,
01f261c8,Machine Learning Software Quality Engineer,Archetype,job_role,4,,65188d3d,
a29dfa6a,QA Engineer,Archetype,job_role,4,,65188d3d,
50672697,Senior Software Quality Engineer - Customer Service Management,Archetype,job_role,4,,65188d3d,
571b553c,Automation Software Engineer,Archetype,job_role,4,,65188d3d,
3b5fb9c9,QA Automation Lead,Archetype,job_role,4,,65188d3d,
946c13b5,Salesforce QA Analyst,Archetype,job_role,4,,65188d3d,
3bb417eb,Senior Machine Learning Quality Engineer,Archetype,job_role,4,,65188d3d,
4647e8f7,Qlik Sense & Tableau Administrator,Archetype,job_role,4,,65188d3d,
1c1a39eb,Senior Software Quality Engineer - AI Agents,Archetype,job_role,4,,65188d3d,
f307dd77,ServiceNow QA Automation Engineer,Archetype,job_role,4,,65188d3d,
0e09728f,Senior Software Quality Engineer - AI Search,Archetype,job_role,4,,65188d3d,
cf751a1a,ServiceNow CSM QA Engineer,Archetype,job_role,4,,65188d3d,
24037ee3,Staff Machine Learning Quality Engineer,Archetype,job_role,4,,65188d3d,
76c783ef,Software Development Engineer in Test,Archetype,job_role,4,,65188d3d,
8402b5df,Test Specialist,Archetype,job_role,4,,65188d3d,
13f8cd9c,Manager Machine Learning Quality Engineer,Archetype,job_role,4,,65188d3d,
3fc61503,Software Quality Engineering Manager,Archetype,job_role,4,,65188d3d,
698c9529,IAM QA Engineer,Archetype,job_role,4,,65188d3d,
dd2cb7c3,Senior Staff Software Quality Engineer,Archetype,job_role,4,,65188d3d,
39bacc44,Software Quality Engineer,Archetype,job_role,4,,65188d3d,
35081cae,ServiceNow Software Quality Engineer,Archetype,job_role,4,,65188d3d,
50b71d2d,Senior Software Quality Engineer - SecOps,Archetype,job_role,4,,65188d3d,
f18a290a,QA Automation Engineer,Archetype,job_role,4,,65188d3d,
353c1e9a,Test Automation Engineer,Archetype,job_role,4,,65188d3d,
e48a1d05,Full Stack Developer - Test Automation,Archetype,job_role,4,,65188d3d,
3ad74b11,Senior QA Engineer - Workday & SAP,Archetype,job_role,4,,65188d3d,
586f1ab7,Testing Services Leader,Archetype,job_role,4,,65188d3d,
7ca6c63c,Automation Engineer,Archetype,job_role,4,,65188d3d,
05ead8da,Senior Support Quality Specialist,Archetype,job_role,4,,65188d3d,
885dea27,QA Automation Engineer - Golang/Python,Archetype,job_role,4,,65188d3d,
87d435c6,ServiceNow QA Engineer,Archetype,job_role,4,,65188d3d,
46139371,Quality Assurance & Operations,Archetype,sub_archetype2,3,4a4bb8ca,8610c936,
4a4bb8ca,Quality Operations Specialist,Archetype,job_role,4,,46139371,
d3b32a79,Curriculum Development & QA,Archetype,sub_archetype2,3,e49ce0fb;534df7b5;c12251f6;dae19f67;3a2f82d3,8610c936,
e49ce0fb,Curriculum and QA Manager,Archetype,job_role,4,,d3b32a79,
534df7b5,Technical Curriculum QA Specialist,Archetype,job_role,4,,d3b32a79,
c12251f6,Curriculum Development Manager,Archetype,job_role,4,,d3b32a79,
dae19f67,Curriculum Developer,Archetype,job_role,4,,d3b32a79,
3a2f82d3,Technical Curriculum QA Developer,Archetype,job_role,4,,d3b32a79,
3490934d,Security & Risk Management Roles,Archetype,top_archetype,1,d54ec553;3d67818c;38f2f2c5,,
d54ec553,Cybersecurity Roles,Archetype,sub_archetype1,2,ebd1f651;7ca1453d;ff9a61fb;87f6255d;72adb9c1;f9833b68;c12a761d;bf52f8cf;76c70f28;8dcddfce;8a3ca753;fbbb3801;42e8dc7c;ad52f24f;15553903;112dcfcc;04c85355;ea7f6fa7;99b2d996,3490934d,
ebd1f651,Security Engineering,Archetype,sub_archetype2,3,90d76c4a;c10a3e1a;1f2d3941;debdfb42;3ec0bfb0;1484455f;5dae0274;61332b94;c9435b5c;19aa5322;05448362;e23bf3c7;46706c28;87183895;4b9645e6;4a88cd0c;7b3df0f8;5d096164;2cb2c42d;2a74df7a;7a80a49e;2503aecd;a2eb7dd4;c8abdab4,d54ec553,
90d76c4a,Software Security Engineer,Archetype,job_role,4,,ebd1f651,
c10a3e1a,Security Engineering Manager,Archetype,job_role,4,,ebd1f651,
1f2d3941,ServiceNow Application Security Engineer,Archetype,job_role,4,,ebd1f651,
debdfb42,Security Systems Engineer,Archetype,job_role,4,,ebd1f651,
3ec0bfb0,Data Governance Security Engineer,Archetype,job_role,4,,ebd1f651,
1484455f,Data Security Engineering Manager,Archetype,job_role,4,,ebd1f651,
5dae0274,Security Automation Developer,Archetype,job_role,4,,ebd1f651,
61332b94,Endpoint Security Engineering Lead,Archetype,job_role,4,,ebd1f651,
c9435b5c,Product Security Engineer Intern,Archetype,job_role,4,,ebd1f651,
19aa5322,Cribl Security Data Engineer,Archetype,job_role,4,,ebd1f651,
05448362,Endpoint Security Engineering Manager,Archetype,job_role,4,,ebd1f651,
e23bf3c7,Application Security Engineer - Staff,Archetype,job_role,4,,ebd1f651,
46706c28,Security Support Engineer,Archetype,job_role,4,,ebd1f651,
87183895,Cryptographic Security Engineer,Archetype,job_role,4,,ebd1f651,
4b9645e6,Splunk Security Data Engineer,Archetype,job_role,4,,ebd1f651,
4a88cd0c,Network Security Engineer - Firewall & VPN,Archetype,job_role,4,,ebd1f651,
7b3df0f8,GenAI Security Engineer Intern,Archetype,job_role,4,,ebd1f651,
5d096164,Network Security Engineer - Endpoint & SaaS,Archetype,job_role,4,,ebd1f651,
2cb2c42d,Cloud Native Security Engineering Manager,Archetype,job_role,4,,ebd1f651,
2a74df7a,ServiceNow Security Operations Engineer,Archetype,job_role,4,,ebd1f651,
7a80a49e,Infrastructure Security Engineering Manager,Archetype,job_role,4,,ebd1f651,
2503aecd,Security Engineering Lead,Archetype,job_role,4,,ebd1f651,
a2eb7dd4,Public Cloud Security Engineering Manager,Archetype,job_role,4,,ebd1f651,
c8abdab4,Embedded Security Engineer,Archetype,job_role,4,,ebd1f651,
7ca1453d,Security Consulting,Archetype,sub_archetype2,3,e08035f9;5c5afab9;d890f060;3bca517e;e9216285;3e7cd83d;e26dc81d;8bf41c0a;81e60ac6;86a87ec5;c9f5440b;e02dd401;b03a2788;bfd51e83;0e3d8295;90effee0;1f4a7036;453faa0e;7c50aae3;00cb5f50;92974340;c39d7e0e;3333b181;0e51f514;540e1769;8ace4a4a;40879bd5;08bb7a6d;8caece07,d54ec553,
e08035f9,Security & Risk Solution Consultant,Archetype,job_role,4,,7ca1453d,
5c5afab9,Enterprise Applications Security Engineer,Archetype,job_role,4,,7ca1453d,
d890f060,Network Security Engineer,Archetype,job_role,4,,7ca1453d,
3bca517e,Endpoint and Network Security Engineer,Archetype,job_role,4,,7ca1453d,
e9216285,Senior Cloud Security Engineer,Archetype,job_role,4,,7ca1453d,
3e7cd83d,Application Security Engineer,Archetype,job_role,4,,7ca1453d,
e26dc81d,Incident Response Analyst,Archetype,job_role,4,,7ca1453d,
8bf41c0a,Security Incident Remediation Analyst,Archetype,job_role,4,,7ca1453d,
81e60ac6,Presales Security Solutions Consultant,Archetype,job_role,4,,7ca1453d,
86a87ec5,Red Team Engineer,Archetype,job_role,4,,7ca1453d,
c9f5440b,Software Security Engineer - Cloud Provisioning,Archetype,job_role,4,,7ca1453d,
e02dd401,DevSecOps Product Security Engineer,Archetype,job_role,4,,7ca1453d,
b03a2788,Security Detection Engineer,Archetype,job_role,4,,7ca1453d,
bfd51e83,Digital Forensics Engineer,Archetype,job_role,4,,7ca1453d,
0e3d8295,Platform Security Software Engineer,Archetype,job_role,4,,7ca1453d,
90effee0,Hardware Security Engineer,Archetype,job_role,4,,7ca1453d,
1f4a7036,AI Red Team Engineer,Archetype,job_role,4,,7ca1453d,
453faa0e,Security Operations Solution Consultant,Archetype,job_role,4,,7ca1453d,
7c50aae3,AI Security Risk Engineer,Archetype,job_role,4,,7ca1453d,
00cb5f50,Senior Red Team Engineer,Archetype,job_role,4,,7ca1453d,
92974340,Software Security Engineer - Cloud Automation,Archetype,job_role,4,,7ca1453d,
c39d7e0e,Cybersecurity Solution Consultant,Archetype,job_role,4,,7ca1453d,
3333b181,Cyber Threat Intelligence Analyst,Archetype,job_role,4,,7ca1453d,
0e51f514,SAP Security Consultant,Archetype,job_role,4,,7ca1453d,
540e1769,Cryptography Engineering Manager,Archetype,job_role,4,,7ca1453d,
8ace4a4a,Security Business Process Consultant,Archetype,job_role,4,,7ca1453d,
40879bd5,Cyber Threat Intelligence Intern,Archetype,job_role,4,,7ca1453d,
08bb7a6d,Endpoint Security Engineer,Archetype,job_role,4,,7ca1453d,
8caece07,Cryptography Engineer,Archetype,job_role,4,,7ca1453d,
ff9a61fb,Security & Operations,Archetype,sub_archetype2,3,3f8ddace;e264babf,d54ec553,
3f8ddace,SecOps Consultant,Archetype,job_role,4,,ff9a61fb,
e264babf,Security Operations Solution Engineer Intern,Archetype,job_role,4,,ff9a61fb,
87f6255d,Security & DevOps Engineering,Archetype,sub_archetype2,3,c27de1fe;ef6ae5f0,d54ec553,
c27de1fe,DevSecOps Application Security Engineer,Archetype,job_role,4,,87f6255d,
ef6ae5f0,Security DevOps Engineer,Archetype,job_role,4,,87f6255d,
72adb9c1,Security & Network Engineering,Archetype,sub_archetype2,3,82ce9ca0,d54ec553,
82ce9ca0,Security Architect,Archetype,job_role,4,,72adb9c1,
f9833b68,Security & Contracts Management,Archetype,sub_archetype2,3,0b0ce355;08cc35a3;a9723d71;40e6cec4,d54ec553,
0b0ce355,Security Contracts Analyst,Archetype,job_role,4,,f9833b68,
08cc35a3,Security Contracts Manager,Archetype,job_role,4,,f9833b68,
a9723d71,Contract Special Security Officer,Archetype,job_role,4,,f9833b68,
40e6cec4,Special Security Officer,Archetype,job_role,4,,f9833b68,
c12a761d,Security & IAM Professional,Archetype,sub_archetype2,3,eaced526;e3b74497,d54ec553,
eaced526,Security Strategy Partnership Manager,Archetype,job_role,4,,c12a761d,
e3b74497,IAM Engineer,Archetype,job_role,4,,c12a761d,
bf52f8cf,Security Operations Engineering,Archetype,sub_archetype2,3,45518d06;10e1a521;5662d2e7,d54ec553,
45518d06,Security Accelerator Solution Engineer Intern,Archetype,job_role,4,,bf52f8cf,
10e1a521,Security Operations Solution Engineer,Archetype,job_role,4,,bf52f8cf,
5662d2e7,Information Security Engineer - Security Operations,Archetype,job_role,4,,bf52f8cf,
76c70f28,Security Program Management,Archetype,sub_archetype2,3,f26f6973;741c7a4e;a8f9bff5,d54ec553,
f26f6973,Security Incident Recovery Program Manager,Archetype,job_role,4,,76c70f28,
741c7a4e,Security Incident Remediation Program Manager,Archetype,job_role,4,,76c70f28,
a8f9bff5,Insider Threat Program Manager,Archetype,job_role,4,,76c70f28,
8dcddfce,Security Analysis,Archetype,sub_archetype2,3,8e9825fc,d54ec553,
8e9825fc,Security Incident Analyst,Archetype,job_role,4,,8dcddfce,
8a3ca753,Security Governance,Archetype,sub_archetype2,3,44c3c104;09013e99,d54ec553,
44c3c104,Security Governance Analyst,Archetype,job_role,4,,8a3ca753,
09013e99,Security Governance Analyst - Vendor Risk,Archetype,job_role,4,,8a3ca753,
fbbb3801,Cybersecurity,Archetype,sub_archetype2,3,84092cd9;6cb48831;2da3dc66;79c656dd,d54ec553,
84092cd9,Patch and Vulnerability Management Engineer,Archetype,job_role,4,,fbbb3801,
6cb48831,Cybersecurity Auditor,Archetype,job_role,4,,fbbb3801,
2da3dc66,Cybersecurity Audit Manager,Archetype,job_role,4,,fbbb3801,
79c656dd,Threat Detection Engineer,Archetype,job_role,4,,fbbb3801,
42e8dc7c,Cybersecurity & Risk Management,Archetype,sub_archetype2,3,d6d865e8;a6dfeaad;0020967c;93f13983,d54ec553,
d6d865e8,Third-Party Risk Compliance Analyst,Archetype,job_role,4,,42e8dc7c,
a6dfeaad,Cybersecurity Risk Manager,Archetype,job_role,4,,42e8dc7c,
0020967c,Cybersecurity Legal Counsel,Archetype,job_role,4,,42e8dc7c,
93f13983,Application Security Leader,Archetype,job_role,4,,42e8dc7c,
ad52f24f,Cybersecurity & Vulnerability Management,Archetype,sub_archetype2,3,3d22917d;d93e0dc6;3e4b25a9,d54ec553,
3d22917d,Vulnerability Management Specialist,Archetype,job_role,4,,ad52f24f,
d93e0dc6,Vulnerability Management Engineer,Archetype,job_role,4,,ad52f24f,
3e4b25a9,Network Vulnerability Management Engineer,Archetype,job_role,4,,ad52f24f,
15553903,Information Security,Archetype,sub_archetype2,3,946598b6;50cb8c41;09ff0142,d54ec553,
946598b6,Information Security Engineer,Archetype,job_role,4,,15553903,
50cb8c41,Information Security Manager,Archetype,job_role,4,,15553903,
09ff0142,Staff Information Security Engineer,Archetype,job_role,4,,15553903,
112dcfcc,Information Security Professional,Archetype,sub_archetype2,3,c88b7edc;c26200d1;576207a7;1f0eea79;3eab937f;350fbf57;ccb6849b;e3bc1ae1,d54ec553,
c88b7edc,Security Operations Engineer,Archetype,job_role,4,,112dcfcc,
c26200d1,Staff Security Operations Engineer,Archetype,job_role,4,,112dcfcc,
576207a7,Staff Systems Security Engineer,Archetype,job_role,4,,112dcfcc,
1f0eea79,Information Security Engineer - Issue Management,Archetype,job_role,4,,112dcfcc,
3eab937f,Staff Information Security Engineer - Network & SaaS,Archetype,job_role,4,,112dcfcc,
350fbf57,Staff Information Security Engineer - Zscaler,Archetype,job_role,4,,112dcfcc,
ccb6849b,Information Security Compliance Analyst,Archetype,job_role,4,,112dcfcc,
e3bc1ae1,Information Security Engineer - Issue Remediation,Archetype,job_role,4,,112dcfcc,
04c85355,Information & Cloud Security,Archetype,sub_archetype2,3,0e79533d;a6d96be0;a0c85de9;0851f482;c2c5a67c;b82dc376;19283cf9,d54ec553,
0e79533d,Information Security Analyst,Archetype,job_role,4,,04c85355,
a6d96be0,Cloud Security Consultant,Archetype,job_role,4,,04c85355,
a0c85de9,Cloud Security Architect,Archetype,job_role,4,,04c85355,
0851f482,Cloud Security Compliance Analyst,Archetype,job_role,4,,04c85355,
c2c5a67c,Cloud Security Specialist,Archetype,job_role,4,,04c85355,
b82dc376,Cloud Security Analyst,Archetype,job_role,4,,04c85355,
19283cf9,Cloud Security Engineer,Archetype,job_role,4,,04c85355,
ea7f6fa7,IT Security & Engineering,Archetype,sub_archetype2,3,fbae8e52;24e5da2b;9bd873f7,d54ec553,
fbae8e52,ServiceNow Application Certification Engineer,Archetype,job_role,4,,ea7f6fa7,
24e5da2b,Threat Hunting Analyst,Archetype,job_role,4,,ea7f6fa7,
9bd873f7,"Business Systems Analyst, Security",Archetype,job_role,4,,ea7f6fa7,
99b2d996,Application Security,Archetype,sub_archetype2,3,ed7e74af,d54ec553,
ed7e74af,Application Security Research Manager,Archetype,job_role,4,,99b2d996,
3d67818c,Product & Data Security Roles,Archetype,sub_archetype1,2,bd1f69b8;e39b7640;b101d4a2;164da5a4;3eaa94e3;d5e539b9;f479bf4d;7fe41f1d;542f1952,3490934d,
bd1f69b8,Product Security Engineering,Archetype,sub_archetype2,3,f605f572;f0695c0a;d148a8e8,3d67818c,
f605f572,AI/ML Product Security Engineer,Archetype,job_role,4,,bd1f69b8,
f0695c0a,AI/ML Product Security Manager,Archetype,job_role,4,,bd1f69b8,
d148a8e8,Product Security Engineer,Archetype,job_role,4,,bd1f69b8,
e39b7640,Product Security Management,Archetype,sub_archetype2,3,ac16fab9;4b036d5e;5c1c50ab;ee9e24e7;31eeb967;b3416ec1,3d67818c,
ac16fab9,Product Security Senior Manager - Research,Archetype,job_role,4,,e39b7640,
4b036d5e,Product Security Senior Director - AI,Archetype,job_role,4,,e39b7640,
5c1c50ab,Product Security Research Manager,Archetype,job_role,4,,e39b7640,
ee9e24e7,Product Security Senior Director,Archetype,job_role,4,,e39b7640,
31eeb967,Cybersecurity Product Manager,Archetype,job_role,4,,e39b7640,
b3416ec1,Product Manager - Security Operations,Archetype,job_role,4,,e39b7640,
b101d4a2,Data Protection Sales,Archetype,sub_archetype2,3,eb6bc2c1;30e4ce20,3d67818c,
eb6bc2c1,Data Protection Solution Sales Executive,Archetype,job_role,4,,b101d4a2,
30e4ce20,Data Protection Sales Director,Archetype,job_role,4,,b101d4a2,
164da5a4,Security & Protection Management,Archetype,sub_archetype2,3,cef82ee0;ad1852aa;d5830fa6;04996296,3d67818c,
cef82ee0,Director of Event Security,Archetype,job_role,4,,164da5a4,
ad1852aa,"Director, Executive Protection Operations",Archetype,job_role,4,,164da5a4,
d5830fa6,Security Configuration Manager,Archetype,job_role,4,,164da5a4,
04996296,Security Incident Commander,Archetype,job_role,4,,164da5a4,
3eaa94e3,Security & Risk Management,Archetype,sub_archetype2,3,63e36e5d;c449ad8c;64d4c6f8,3d67818c,
63e36e5d,Security Operations Consultant,Archetype,job_role,4,,3eaa94e3,
c449ad8c,Platform Security Architect,Archetype,job_role,4,,3eaa94e3,
64d4c6f8,Security Operations Analyst,Archetype,job_role,4,,3eaa94e3,
d5e539b9,Security & Risk Business Development,Archetype,sub_archetype2,3,a71be236;0d2f882d;20d944ee;732ef461,3d67818c,
a71be236,Business Development Manager - Security & Risk,Archetype,job_role,4,,d5e539b9,
0d2f882d,Global Security Strategy Business Development Manager,Archetype,job_role,4,,d5e539b9,
20d944ee,Security Business Development Manager,Archetype,job_role,4,,d5e539b9,
732ef461,Security GTM Business Development Manager,Archetype,job_role,4,,d5e539b9,
f479bf4d,Security & Compliance Professional,Archetype,sub_archetype2,3,84a7050b;0ef1c5fa;d892a9b0;d5c62911,3d67818c,
84a7050b,ServiceNow Security Administrator,Archetype,job_role,4,,f479bf4d,
0ef1c5fa,ServiceNow Security Analyst,Archetype,job_role,4,,f479bf4d,
d892a9b0,Security Engineer,Archetype,job_role,4,,f479bf4d,
d5c62911,Security Compliance Analyst,Archetype,job_role,4,,f479bf4d,
7fe41f1d,Identity & Access Management,Archetype,sub_archetype2,3,30b09e64;25521320,3d67818c,
30b09e64,RBAC & IAM Engineer,Archetype,job_role,4,,7fe41f1d,
25521320,PAM Engineer,Archetype,job_role,4,,7fe41f1d,
542f1952,Identity & Access Management (IAM) Professional,Archetype,sub_archetype2,3,5634758a;8cc03adc;79d4587e;d3596822;2b6bb9ad;06df87f2,3d67818c,
5634758a,IAM Software Engineer,Archetype,job_role,4,,542f1952,
8cc03adc,IAM SailPoint Engineer,Archetype,job_role,4,,542f1952,
79d4587e,IAM Operations Engineer,Archetype,job_role,4,,542f1952,
d3596822,IAM Solutions Architect,Archetype,job_role,4,,542f1952,
2b6bb9ad,IAM Architect,Archetype,job_role,4,,542f1952,
06df87f2,ServiceNow IAM Engineer,Archetype,job_role,4,,542f1952,
38f2f2c5,Risk & Compliance Roles,Archetype,sub_archetype1,2,61bfe820;52cb09bd;99d1419e;e385e966;0fe93d9a;7f044ef3;570255f4;e044ac37;be602709;6002e998;fceb4577;7cbb2f7a;415c9de2;9c4c961a,3490934d,
61bfe820,Risk Management,Archetype,sub_archetype2,3,c98ea694;18c76681,38f2f2c5,
c98ea694,Risk & Resilience Practice Leader,Archetype,job_role,4,,61bfe820,
18c76681,Credit Risk Analyst,Archetype,job_role,4,,61bfe820,
52cb09bd,Risk Management Consultant,Archetype,sub_archetype2,3,677f5f25;d0f7a9b3;91505db1;1dfdefdc,38f2f2c5,
677f5f25,Risk Analyst,Archetype,job_role,4,,52cb09bd,
d0f7a9b3,Integrated Risk Management Solution Consultant,Archetype,job_role,4,,52cb09bd,
91505db1,Integrated Risk Management Technology Consultant,Archetype,job_role,4,,52cb09bd,
1dfdefdc,Solution Consultant - Risk,Archetype,job_role,4,,52cb09bd,
99d1419e,Risk & Compliance Management,Archetype,sub_archetype2,3,50eeb99e;48b7bca8;df28d1f7;c69fca94;0365a4bf;fcdfd3ae;cf58eef9;fdbf443c,38f2f2c5,
50eeb99e,"Risk Manager, Ethics & Compliance",Archetype,job_role,4,,99d1419e,
48b7bca8,Risk Manager,Archetype,job_role,4,,99d1419e,
df28d1f7,AI Governance Risk Compliance Manager - HR,Archetype,job_role,4,,99d1419e,
c69fca94,Ethics and Compliance Analyst,Archetype,job_role,4,,99d1419e,
0365a4bf,Trade Compliance Analyst,Archetype,job_role,4,,99d1419e,
fcdfd3ae,Risk and Compliance Analyst,Archetype,job_role,4,,99d1419e,
cf58eef9,SDLC Risk and Compliance Director,Archetype,job_role,4,,99d1419e,
fdbf443c,Compliance Manager,Archetype,job_role,4,,99d1419e,
e385e966,Legal & Compliance,Archetype,sub_archetype2,3,b31f2065;ed870436;43e9ba7f;efcf02f0;700c6193;94dd165e,38f2f2c5,
b31f2065,Corporate Counsel - SaaS Licensing,Archetype,job_role,4,,e385e966,
ed870436,Corporate Counsel - Anti-Corruption,Archetype,job_role,4,,e385e966,
43e9ba7f,Legal Intern,Archetype,job_role,4,,e385e966,
efcf02f0,Privacy Counsel,Archetype,job_role,4,,e385e966,
700c6193,Competition Legal Counsel,Archetype,job_role,4,,e385e966,
94dd165e,"Legal Counsel, Procurement",Archetype,job_role,4,,e385e966,
0fe93d9a,Compliance & Ethics Management,Archetype,sub_archetype2,3,d0703513;4eb068b0;0c5f5d03;11a81fde,38f2f2c5,
d0703513,Ethics and Compliance Program Manager,Archetype,job_role,4,,0fe93d9a,
4eb068b0,Compliance Program Manager,Archetype,job_role,4,,0fe93d9a,
0c5f5d03,Senior Compliance Program Manager,Archetype,job_role,4,,0fe93d9a,
11a81fde,Legal Compliance Program Manager,Archetype,job_role,4,,0fe93d9a,
7f044ef3,Compliance & Audit,Archetype,sub_archetype2,3,e5cf9530;66fee2ba;dd53ba8d,38f2f2c5,
e5cf9530,SOX Compliance Analyst,Archetype,job_role,4,,7f044ef3,
66fee2ba,SOX Compliance Manager,Archetype,job_role,4,,7f044ef3,
dd53ba8d,SOX Auditor,Archetype,job_role,4,,7f044ef3,
570255f4,Compliance & Legal Specialist,Archetype,sub_archetype2,3,edf27ab1;707ae58e;55697cad;490de4c6;63b710ce,38f2f2c5,
edf27ab1,Anti-Corruption Compliance Specialist,Archetype,job_role,4,,570255f4,
707ae58e,Compliance Analyst - Legal Investigations,Archetype,job_role,4,,570255f4,
55697cad,Compliance Analyst - Anti-Corruption & Investigations,Archetype,job_role,4,,570255f4,
490de4c6,Legal Counsel,Archetype,job_role,4,,570255f4,
63b710ce,Commercial Legal Counsel,Archetype,job_role,4,,570255f4,
e044ac37,IT Audit & Compliance,Archetype,sub_archetype2,3,804a228c;b53da69d,38f2f2c5,
804a228c,IT Audit Manager,Archetype,job_role,4,,e044ac37,
b53da69d,IT Governance and Risk Manager,Archetype,job_role,4,,e044ac37,
